artist,song,text
Bee Gees,Jingle Jangle,"Jingle jangle, my love wears silvery bangles  
She likes to wander and that's why I'm under  
The spell of her jingle jangle  
  
We used to cry on each others shoulder  
Now that I'm older, she wanders ahead  
Now that she's found love, I still hear the sound of  
Silvery bangles, remain in my head  
  
Jingle jangle, my love wears silvery bangles  
She used to wander and that's why I'm under  
The spell of her jingle jangle

"
Bee Gees,Juliet,"I steal the night away  
Drivin' my life away, dancin'  
I was a romeo  
I knew the art of romancin'  
I was just one of the guys  
And I thought I had it made  
I needed someone to show me how to love  
  
Juliet, oh Juliet  
The night was magic when we first met  
Juliet, oh Juliet  
You know you taught me to fly  
You take me clear to the sky  
And all the people around the world can stand aside  
For me and my baby, Juliet  
  
Fighting with destiny, fortune and fame but kept losing  
Playin' a joker's game, only myself I was foolin'  
I was an average guy in a world of empty dreams  
You've broken down all the walls with your love  
  
Juliet, oh Juliet  
This kind of lovin' you don't forget  
Juliet, oh Juliet  
You know you taught me to fly  
You take me clear to the sky  
And all the people around the world can stand aside  
  
Close your eyes, Juliet, don't let go  
  
On and on, our love is like the sun  
It keeps going strong throughout eternity  
I wanna love you in my life, sweet Juliet  
Livin' without you in my life, oh my girl Juliet  
  
Juliet, oh Juliet  
This kind of lovin' you don't forget  
Juliet, oh Juliet  
You know you taught me to fly  
You take me clear to the sky  
And all the people around the world can stand aside  
Juliet, oh Juliet  
This kind of lovin' you don't forget  
Juliet, oh Juliet, Ah...  
Juliet, oh Juliet

"
Bee Gees,Jumbo,"Jumbo said to say goodnight  
See you in the morning  
Please don't lose your appetite  
He knows who is yawning  
tomorrow you can climb a moutain  
Sail a sailboat trough a fountain  
  
Jumbo said he say goodnight  
Play no games , he'd say to me  
We know who is wrong  
So please don't make no hesitation  
There will be no recriation  
  
Jumbo said to say goodnight  
He's a friend of yours  
Listen you can chew it  
If it's loud enough you can hear it  
  
'Cause it's narrow as a sparrow  
And it shoots a bow and arrow  
Thro'a top that's made with  
Powder with a gun it's even louder  
  
And it's shattering to hear  
Yuo mustn't listen with your ear  
But it gets to you  
Yes ! yes ! yes ! yes ! yes ! yes !

"
Bee Gees,Just In Case,"Babe  
It seems every night and day, I get to lose  
And I always held the faith inside  
That love would find a way  
And I always reached for more  
Than the others ever saw  
  
I was always the first to follow  
My foolish prayer  
And the feelings that I have are more than  
Any soul can bare  
  
Only when I wake  
Then I can be sure of who I am  
I'm half the man I should be  
When you're gone and you're telling me  
  
This is love but just in case  
I keep my heart in a secret place  
Safe under lock and key  
'Til I know it's only me  
One of us got to be the one that's true  
One for the other and the love comes through  
Right here or out in space  
Give my heart to you,babe  
But just in case, just in case.  
  
Tell the world that I come to claim  
Your tomorrows  
Let the universal word go out  
A million miles away  
And history has shown  
that when the seed is sown  
We are livig in a time when the tears fall  
Where they might  
But we hear each other much more than those who  
See  
We are not alone  
Love is there for everyone who needs  
And for anyone who cries  
And I will alaways have you here with me  
  
And you're telling me  
This is love, but just in case  
Keep my heart in a secret place  
Safe under lock and key  
'Til I know it's only me  
One of us got to be the one that's true  
One for the other and the love comes through  
Yours,mine and face to face  
Give my heart to you,babe  
But just in case

"
Bee Gees,Kilburn Towers,"I am a bird, watch me go drifting by.  
With my feathers of power I laugh as the hours go slowly by.  
That could mean everything.  
I am a street watching the people walk.  
As I listen their conversations glisten as they start to talk.  
Then I hear everything.  
  
Little white jug, me and Kilburn Towers,  
As we sit on the hill and we drink and we swill  
Till the early hours,  
Then I am everything.  
Little white jug and me and Kilburn Towers  
  
That could mean everything.  
  
Little white jug, me and Kilburn Towers,  
As we sit on the hill and we drink and we swill  
Till the early hours,  
Then I am everything  
  
Little white jug and me and Kilburn Towers [Repeat: x4]

"
Bee Gees,Kiss Of Life,"Never more aware of what you do.  
I got you leaving me and missing you  
And me believing that you've never done right  
When you've never done wrong.  
  
You been coming to me late at night.  
It's not the eye alone that gives you sight.  
I've never given anybody my soul,  
But I'm coming undone.  
  
I'm a survivor but I'm reaching my low,  
But I'm not ready to die.  
  
I'm here for the kiss of life, oh.  
I'm here for the kiss of life, oh.  
Just give me the kiss of life.  
  
Watch them hold you.  
Count their faces,  
A never-ending line.  
  
But they're only  
Imitations,  
Existing out of time.  
  
So now you're telling me it's just a ring.  
You say it's nothing but it's everything.  
I'm under pressure and I'm under  
Your gun and I'm fingers and thumbs.  
  
You got the questions and the answers I know.  
I'm being buried alive.  
  
I'm here for the kiss of life, oh.  
I'm here for the kiss of life, oh.  
Just give me the kiss of life.  
  
I can't stay here  
Lost without you.  
Strangers in the dark.  
  
Holy angel,  
Living for you  
To love and never cry.  
  
I'm a survivor but I'm reaching my low,  
But I'm not ready to die.  
  
I'm here for the kiss of life, oh.  
I'm here for the kiss of life, oh.  
Just give me the kiss of life, oh.  
  
I'm here for the kiss of life, oh.  
I'm here for the kiss of life, oh

"
Bee Gees,Kitty Can,"[Chorus:]  
Eve never pleases me and Kitty can  
Eve never pleases me and Kitty can  
  
When Kitty smiles, the world stands still  
I see a thousand golden daffodils  
But when she cries, the world just dies  
I see a million tears in Kitty's eyes  
  
[Chorus]  
  
Now Eve is bad and treats me cruel  
She loves to see me looking like a fool  
I find a way with words I say  
To be in love in such a lonely way  
  
[Chorus]  
  
Now they are two and I am one  
I cannot fall in love with everyone  
So I must choose between the two  
Made up my mind, now I am choosing you  
  
[Chorus]

"
Bee Gees,Lamplight,"Alons, viens encore, cherie.  
J'attendrai patiemment sous la lampe dans la vieille avenue.  
  
Then I may end.  
She had things to buy.  
I close my eyes.  
Yet I don't know why.  
I gave her money, said she knew someone.  
And she said she won't be long.  
  
Lamplight keep on burning while this heart of mine is yearning.  
Lamplight keep on burning till this love of yours is mine.  
  
I sat alone with my thoughts and laughed.  
Then saw your face in an old photograph.  
I didn't think that I could live without you but what am I to do ?  
  
Lamplight keep on burning while this heart of mine is yearning.  
Lamplight keep on burning till this love of yours is mine  
  
Come home again dear.  
I have waited year after year  
Under the lamp in our old avenue.  
If all in the world that's laughing, why should it make us cry?

"
Bee Gees,Lay It On Me,"Don't you drink with me ''cause you know that I'm a loser.  
And I'm proud of that fact as you can plainly see.  
Never did what people said. I should've.  
I'm just a low down critter who never did any good.  
I'm just a low down critter who never did any good.  
  
I spend my life working up a sweat to be a bad boy.  
Getting girls into trouble every day.  
Going from town to town.  
Now I tell you I've been around.  
I'm just a low down critter who never did any good.  
I'm just a low down critter who never did any good.  
  
Lay it on me, yeah,  
Don't you drink with me 'cause I tell you that I'm a loser.  
And I'm proud of that fact as you can plainly see.  
Going from town to town. Now I tell you I've been around.  
I'm just a low down critter who never did any good.  
I'm just a low down critter who never did any good.

"
Bee Gees,Lemons Never Forget,"Incidentally there should some changes made.  
You've got to work if you should have to save.  
An apple is a fool but lemons never do forget.  
You've got to play it cool before they come and throw the net.  
  
Wait a while and straighten out the tie you wear.  
You've got to take it easy if you dare.  
An apple is a fool but lemons never do forget.  
You've got to play it cool before they come and throw the net.  
  
Don't be blind you've got a thinking mind.  
Stop the bells that ring so loud.  
Don't nod your head you'll draw a crowd.  
Just think of everything you've worked so hard to bring.  
The lemon sings my song  
He's known it all along.  
  
Incidentally there should be some changes made.  
You've got to work if you should have to save.  
An apple is a fool but lemons never do forget.  
You've got to play it cool before they come and throw the net.  
  
Don't be blind you've got a thinking mind.  
Stop the bells that ring so loud.  
Don't nod your head you'll draw a crowd.  
Just think of everything you've worked so hard to bring.  
The lemon sings my song  
He's known it all along.  
  
Incidentally there should be some changes made.  
You've got to work if you should have to save.  
An apple is a fool but lemons never do forget.  
You've got to play it cool before they come and throw the net.

"
Bee Gees,Let There Be Love,"Let there be love, so I can be loved by you  
In Paradise Avenue  
Let there be life, so everyone lives to love  
Let it happen to me and you  
  
I am a man, so take me for what I am  
I'll never have everything, but let there be love  
Let there be love, let there be love  
  
I can be nothing, I can be something  
I've got to give you my life  
I'm tired of living without your giving  
I've got to get you for my wife  
  
Feeling's getting stronger  
Can't hold on much longer  
I never begged, but I'm begging now  
  
Let there be love, so I can be loved by you  
On Paradise Avenue, oh yo  
Let there be life, so we can live to love  
And let it be both of us  
  
I am a man, so take me for what I am  
I'll never have everything, but let there be love  
Let there be love, let there be love

"
Bee Gees,Like Nobody Else,"Ev'rything I want I got , and I got you girl  
You really fool me , baby, to my little world  
I love you like nobody else  
I love you like nobody else  
I love you like nobody else  
Put yourself in my place  
Do you love me too  
Take a look at my face  
The world I say is you  
I love you and nobody else  
I love you and nobody else  
I love you and nobody else  
(break)  
Play you no games girl (play you no games girl)  
I tell you no lies (I tell you no lies)  
Oh take my loving hands girl (take my hands girl)  
When you look in my eyes (look in my eyes)  
I love you like nobody else  
I love you like nobody else  
I love you like nobody else  

"
Bee Gees,Lion In Winter,"Lion in my winter.  
I'm a lion with no crown.  
  
You want to make me big man,  
A star on a screen,  
Some kind of James Brown,  
Or something in between.  
  
But when I look for money  
You smother me in charms.  
I can't live on glory  
When you're bending both my arms.  
  
I, I was a lion in winter.  
And, man, I had friends  
For miles around.  
I was a lion in my winter.  
What good's a lion, lord,  
Without a crown.  
  
You're living in a cave, man,  
Upon your marble throne.  
You think you own the heavens,  
But you've got to be alone.  
  
You know, you know I prayed for sunshine,  
A woman with my name.  
I don't want to live, man,  
You gave away the game.  
  
I, I was a lion in winter.  
And, man, I had friends  
For miles around.  
I was a lion in my winter.  
What good's a lion, lord,  
Without a crown.  
  
I was a lion in my winter.  
What good's a lion, lord,  
Without a crown.

"
Bee Gees,Lonely Days,"Good morning mister sunshine, you brighten up my day.  
Come sit beside me in your way.  
I see you every morning, outside the restaurants,  
The music plays so nonchalant.  
  
Lonely days, lonely nights.  
Where would I be without my woman?  
Lonely days, lonely nights.  
Where would I be without my woman?  
  
Lonely days, lonely nights.  
Where would I be without my woman?  
Lonely days, lonely nights.  
Where would I be without my woman?  
  
Lonely days, lonely nights.  
Where would I be without my woman?  
  
Good morning mister sunshine, you brighten up my day.  
Come sit beside me in your way.  
  
Lonely days, lonely nights.  
Where would I be without my woman?  
Lonely days, lonely nights.  
Where would I be without my woman?  
  
Lonely days, lonely nights.  
Where would I be without my woman?  
Lonely days, lonely nights.  
Where would I be without my woman?

"
Bee Gees,Loose Talk Costs Lives,"Loose talk costs lives  
People like to play  
We're basically the same  
We never lie  
Loose talk costs lives  
  
Don't look at me as if you don't remember me at all  
There was laughter, there was pain  
But I won't make the same mistakes I made  
You are too beautiful to me  
I hide my tears inside the rain  
  
Am I the soul you cast your spell upon  
I had control and now it's gone  
Or are you someone who controls my heart and mind  
And I will never say a word  
And I will never say goodbye  
  
Loose talk costs lives  
People like to play  
We're basically the same  
We never lie  
Loose talk costs lives  
  
I can see that someone hung a sign around your heart  
And it reads ""do not return""  
And there is so much trouble I could cause  
Someone as beautiful as you  
You can feel my candle burn  
  
And I still recall some starry night  
We had it all, we held on tight  
I promised I would come to you and catch you if you fall  
And they will never know about us  
For just one moment you were mine  
  
Loose talk costs lives  
People like to play  
We're basically the same  
We never lie  
Loose talk costs lives  
  
For just one moment, just one moment, you were mine  
Loose talk costs lives  
(Our moment held in time)  
People like to play  
We're basically the same  
We never lie  
Loose talk costs lives  
  
Loose talk costs lives  
People like to play  
We're basically the same  
We never lie  
Loose talk costs lives

"
Bee Gees,Lost In Your Love,"I was lost in your love  
I was held by your heart  
And no secrets stood between us anymore  
I'm like a child learning pain  
I was held by your chains  
And my darling , I was lost in your love  
  
There's been a diff'rence of opinion to the way I've been treating you  
But you know that I've tried to apologize,  
for all the bad times I've put you through  
On the chance that I could make you mine  
There's not a thing I would not do  
And wrong or right I'll be with you and lost in your love  
  
I was lost in your love  
I was held by your heart  
And no secrets stood between us anymore  
I'm like a child learning pain  
I was held by your chains  
And my darling , I was lost in your love  
  
Now I will follow you where the wild bird flies  
Through endless skies I will go  
So I can be so near you girl and all of this you gotta know  
That when I get you here inside my arms  
I never ever ever will let you go  
And wrong or right I'll be with you and lost in your love  
  
I was lost in your love  
I was held by your heart  
And no secrets stood between us anymore  
I'm like a child learning pain  
I was held by your chains  
And my darling I was lost in your love

"
Bee Gees,Love Me,"Love me  
Just a little bit longer  
Love me  
  
I remember times my love  
When we really had it all  
You were always there to make me smile  
To help me when I fall  
  
Ooh I can't believe you're leaving me  
When there's so much more to say  
I can't let you go  
Ooh Every time I look at you,  
I still can feel the glow  
Let it be, let it grow  
  
Ooh Love me, please  
Just a little bit longer  
Together, we can make it  
Our love is much too young to break it  
  
Love me please,  
Just a little bit harder  
Together we can make it  
Our love is much too young to break it.  
  
Oh all I ever wanted was  
To have you to myself  
Then I see you standing there  
In the arms of someone else  
  
Ooh You know a girl can stand so much  
And it's more than I can fake  
  
I can't let you go  
Ooh every time I look at you  
I still can feel the glow  
Let it be, let it grow  
  
Ooh Love me, please  
Just a little bit longer  
Together, we can make it  
Our love is much  
Too young to break it  
  
Love me, please  
Just a little bit harder  
  
Never even tried to see things my way  
It's hard on a woman  
When love ain't no love at all  
And when you walk away  
From me baby you're gonna be sorry  
I'm begging you please  
  
Love me, please love me, love me  
Just a little bit longer  
Together we can make it  
Our love is much too young to break it  
  
Love me, please just a little bit harder  
Just a little bit harder (just a little bit harder)  
Together we can make it  
Our love is much too young to break it  
Love me, please just a little bit longer

"
Bee Gees,Love Never Dies,"You say you saw the dark side  
Baby I know  
It Gets you through the night  
And love is like a red rose baby and so  
It's coming around again  
If we can take the same direction we'll find  
The road that never ends  
But love never dies  
It goes on forever love never dies  
Love never dies it goes on forever  
This is the love you've been talking about  
You led her in till she couldn't get out  
You made the little girl cry  
No sad stories to deny  
I go through holy war for you baby you know  
You say you ain't got a prayer  
I'll answer if you call for me  
Baby I'm yours  
To God above I swear  
I only wanna live in the shadow you make  
The soul never lies  
But love never dies it goes on forever  
Love never dies, love never dies  
It goes on forever  
You better run to the heart of the flame  
She don't change like the sun in the rain  
She don't understand why  
You made the little girl cry  
Love never dies, it goes on forever love never dies  
Love never dies it goes on forever  
this is the love you've been talking about  
You led her in till she couldn't get out  
You made the little girl cry  
No sad stories to deny  
You better run to the heart of the flame  
She don't change like the sun in the rain  
She don't understand why  
You made the little girl cry  
(repeat fade)  
  

"
Bee Gees,Love So Right,"She came on like the night and she held on tight  
And the world was right when she made love to me  
We were free  
She moved in like a friend, started loving me  
And I thought I'd found my heaven in her arms  
But the morning when I woke up  
I was here and she was gone  
Now I'm hanging on  
Maybe you can tell me how a love so right can turn out to be so wrong  
  
Where did she go when I need her close to me  
And the perfect story ended at the start  
I thought you came forever and you came to break my heart  
Now I'm hanging on, on the chance that you'll come back to me  
  
How a love so right can turn out to be so wrong, oh my darling  
How a love so right can turn out to be so wrong, oh my darling  
I could take it in my stride  
Start living for the moment  
Maybe half the things we sought were never there  
Simply open up our eyes and break it down to size  
It isn't really fair

"
Bee Gees,Love You Inside And Out,"Love You Inside Out  
  
Baby, I can't figure it out  
Your kisses taste like honey  
Sweet lies don't gimme no rise  
Oh, oh what you're trying to do?  
  
Livin' on your cheatin'  
And the pain grows inside me  
It's enough to leave me crying in the rain  
Love you forever but you're  
Driving me insane  
And I'm hanging on  
Oh, oh, I'll win, I'll never give in  
  
Our love has got the power  
Too many lovers in one lifetime  
Ain't good for you  
You treat me like a vision in the night  
Someone there to stand behind you  
When your world ain't working right  
  
I ain't no vision, I am the man  
Who loves you inside out  
Backwards and forwards with  
My heart hanging out  
I love no other way  
  
What am I gonna do if we lose that fire?  
Wrap myself up and take me home again  
Too many heartaches in one  
Lifetime ain't good for me  
I figure it's the love that keeps you warm  
  
Let this moment be forever  
We won't ever feel the storm  
I ain't no vision, I am the man  
Who loves you inside out  
Backwards and forwards with  
My heart hanging out  
  
I love no other way  
What am I gonna do if we lose that fire?  
Don't try to tell me it's all over  
I can't hear a word I can't hear a line  
No man could love you more  
And that's what I'm cryin' for  
You can't change the way I feel inside  
  
You're the reason for my laughter and my sorrow  
Blow out the candle I will burn again tomorrow  
No man on earth can stand  
Between my love and I  
And no matter how you hurt me  
I will love you till I die  
  
I ain't no vision, I am the man  
Who loves you inside out  
Backwards and forwards with  
My heart hanging out  
I love no other way  
What am I gonna do if we lose that fire?  
  
Repeat to fade

"
Bee Gees,Lovers,"We'll be lovers, lovers , lovers -- got to make you understand  
We'll be lovers, lovers , lovers --I want to hold you in my hand  
We'll be lovers, lovers , lovers  
  
Want to be a part of you  
And I want to make you part of me (sweet inspiration)  
Oh , we can make it (make it) , make it for the world to see  
Don't be blind, time is one our side  
And together we can touch the sky  
We can make it if we really try  
Ah, together you and I  
  
We'll be lovers, lovers, lovers -- got to make you understand  
We'll be lovers, lovers, lovers -- Ah, got to hold you in my hand  
We'll be lovers, lovers, lovers  
  
Want to be a part of you  
And I want to make you part of me ( sweet inspiration)  
Oh, we can make it (make it) ,make it for the world to see  
Yesterday I had a feeling of a flame of burning desire  
And you know we can make it if we really try  
Oh, together you and I  
  
We'll be lovers, lovers, lovers -- you to make you understand  
We'll be lovers, lovers, lovers -- Oh, got to hold you in my hand  
We'll be lovers, lovers, lovers  
  
Oh, lovers, lovers, lovers -- I got to make you understand  
We'll be lovers, lovers, lovers  
Want to be a part of you  
And I want to make you part of me (sweet inspiration)  
Oh , we can make it (make it ) for the world to see  
Yesterday I had a vision of a flame of burning desire  
And you know we can make it if we really try  
Oh together you and I  
  
We'll be lovers, lovers, lovers -- till my dying day  
We'll be lovers, lovers, lovers -- don't you ever turn away  
We'll be lovers, lovers, lovers -- want to get close to you  
We'll be lovers, lovers, lovers -- that's what I want to do  
We'll be lovers, lovers, lovers -- make you understand  
We'll be lovers, lovers, lovers-- got to hold you in my hand

"
Bee Gees,Man For All Seasons,"Everybody wants to leave  
Just like you and I  
I have all year to smile  
A tear for every eye  
  
Life closed it's eyes, broke my world, now I cry  
I've got to tell you, I've got the reasons  
'Cause I'm a man, a man for all seasons, alive  
  
And would I pray  
What makes the world go round  
I haven't got today  
My mind is lost and found  
  
Life closed it's eyes and said goodbye, now I cry  
But I've got to tell you, I've got my reasons  
'Cause I'm a man, a man for all seasons, alive  
And would I pray what makes the world go round  
I haven't got today, my mind is lost and found  
Do do do do do do do  
  
I'm a man for all seasons [Repeat: x4]

"
Bee Gees,Man In The Middle,"You've got a plan that could never go wrong.  
You took advantage and the damage done.  
It all comes back to me, baby.  
It all comes back to me.  
  
I played the fool and I went off the track.  
And when I think of all it cost,  
When the dice was cast,  
You know I had to be crazy,  
You know I had to be.  
  
I've been telling lies,  
And you forgive me but my heart still cries.  
And you can understand  
  
I'm just the man in the middle  
Of a complicated plan.  
No one to show me the signs.  
I'm just a creature of habit  
In a complicated world.  
Nowhere to run to.  
Nowhere to hide, to hide, to hide, to hide....  
  
I know I let you down in so many ways.  
I know that sorry doesn't tell you  
What you need me to say.  
But, I would die for you, baby.  
Yes, I would die for you.  
  
I've been in disguise.  
And you forgive me and our love will rise.  
And you can understand  
  
I'm just the man in the middle  
Of a complicated plan.  
No one to show me the light.  
Ah,yes, I'm weary from battle  
But I've just begun to fight.  
Nowhere to run to.  
Nowhere to hide.  
  
I'm just the man in the middle  
Of a complicated plan.  
No one to show me the signs.  
I'm just a creature of habit  
In a complicated world.  
Nowhere to run to.  
Nowhere to hide, to hide, to hide  
  
I'm just the man in the middle  
Of a complicated plan  
No one to show me the light.  
Ah, yes, I'm weary from battle  
But I've just begun to fight.  
Nowhere to run to.  
Nowhere to hide.  
  
I'm just the man in the middle.  
The only man.  
The fool of a man in the middle.  
Nowhere to run to.  
Nowhere to hide.  
  
I'm just the man.  
The only man.  
That stupid man.  
Nowhere to run to.  
Nowhere to hide, to hide, to hide

"
Bee Gees,Man On Fire,"[Chorus]  
I'm a man on fire  
It's a burning thing  
It'll burn on forever  
If you feed me baby  
I'm a man on fire  
An eternal flame  
It'll burn on forever  
If you feed me baby, oh  
  
Gotta be a place to go in the midnight hour  
Heart of a woman and just a little bit of pulling power  
The feeling's got me  
I don't know what it means  
I know it must be wrong  
But when you love somebody you dream, and I dream  
I save the love down deep inside me for the moment when you come  
And you're there, and you're gone  
And I'm alive for you  
And my love keeps hanging on  
  
There is no life  
No reason to go on believing in the stronger love  
There is no unifying, if I don't hear you crying  
I'm yours, you're mine, no power in the world  
Together we are strong in love  
And when your storm is over, I'll show how warm my love can be  
And me, I'm a man on fire  
  
[Chorus]  
  
Ready when the lightning strikes and he deed is done  
I'm not a beginner  
But I'm a sinner when the heat is on  
Nothing gonna stop me, got me all that you need  
Woman, when you need somebody  
A woman with a face and a body, you dream, and I dream  
  
I save the love down deep inside me for the moment when you come  
And you're there and you're gone  
And I'm alive for you  
And my love keeps hanging on  
  
There is no life  
No reason to go on believing in the stronger love  
There is no unifying, if I don't hear you crying  
I'm yours, you're mine, no power in the world  
Together we are strong enough  
And when your storm is over, I'll show how warm my love can me  
And me, I'm a man on fire  
  
[Chorus]

"
Bee Gees,Massachusetts,"Feel I'm goin' back to Massachusetts,  
Something's telling me I must go home.  
And the lights all went out in Massachusetts  
The day I left her standing on her own.  
  
Tried to hitch a ride to San Francisco,  
Gotta do the things I wanna do.  
And the lights all went out in Massachusetts  
They brought me back to see my way with you.  
  
Talk about the life in Massachusetts,  
Speak about the people I have seen,  
And the lights all went out in Massachusetts  
And Massachusetts is one place I have seen.  
  
I will remember Massachusetts

"
Bee Gees,Melody Fair,"Who is the girl with the crying face looking at millions of signs?  
She knows that life is a running race,  
Her face shouldn't show any line.  
  
Melody Fair won't you comb your hair?  
You can be beautiful too.  
Melody Fair, remember you're only a woman.  
Melody Fair, remember you're only a girl.  
  
Who is the girl at the window pane,  
Watching the rain falling down?  
Melody, life isn't like the rain  
Its just like a merry go round.  
  
Melody Fair won't you comb your hair?  
You can be beautiful too.  
Melody Fair,  
Remember you're only a woman.  
Melody Fair,  
Remember you're only a girl.  
  
Who is the girl with the crying face,  
Looking at millions of signs?  
She knows that life is a running race.  
Her face shouldn't show any lines.  
  
Melody Fair won't you comb your hair?  
You can be beautiful too.  
Melody Fair,  
Remember you're only a woman.  
Melody Fair,  
Remember you're only a girl.

"
Bee Gees,Method To My Madness,"I've played the game , still it's not worth it  
Like a woman in the rain  
I close my eyes  
I'm on the shelf  
I know myself  
  
I've seen the lights of every city  
Tried to work out where I am  
I close my mind for the day  
I know the way  
  
I've played the game , still it's not worth it  
Like a woman in the rain  
So I close my eyes  
I'm on the shelf  
I know my self  
  
There's never ever anybody to rely on  
There isn't time to count the shoulders I have cried on  
That's just circumstances , I must take my chances  
But, baby you don't know what I'm saying  
But I guess that's not true  
And you know that's true  
But there's a method to my madness  
  
I've played the game , still it's not worth it  
Like a woman in the rain  
So I close my eyes for the day  
I know the way

"
Bee Gees,Miracles Happen,"Miracles happen,  
You know miracles happen.  
  
Miracles happen,  
You know miracles happen.  
  
If we just try  
We can put it back together, you and I.  
And all the bad is blown away.  
I never said goodbye.  
  
Is the writing on the wall  
That makes you see.  
And it's the saviour of my soul.  
And what I say that must be heard  
With love in every word.  
  
Close your eyes, don't let go,  
Don't get lost in the falling snow.  
Always out of place alone,  
With someone you're not sure of.  
  
Broken wings don't arrive.  
It's a storm but you still survive.  
  
It's gonna take a miracle.  
  
So I go around believing you.  
I say good night, stay forever and  
Nobody knows how much  
I pray for you at night.  
And miracles happen,  
You know miracles happen.  
  
And yesterday  
There was nothing in my life worth living for.  
You were there and I was born,  
The very strength to carry on  
A miracle has come.  
  
Hold on tight, call my name,  
Don't get caught in the midnight rain.  
Part of me believes in you,  
You're someone I'm not sure of.  
  
Don't look down, I'll be there,  
Like the wind in the cold night air.  
I can see a miracle.  
  
And through it all we rise and fall,  
Tear it apart and stay forever.  
And I know where heaven is  
And somewhere in between  
Miracles happen,  
You know miracles happen.  
  
Red, blue, black and white.  
True light shine on anyone.  
Two hearts make it right.  
And all that love can change.  
  
Close my eyes, don't let go.  
I'll be lost in the falling snow.  
Always out of place alone,  
With someone I'm not sure of.  
  
Don't look down, I'll be there  
Like the wind in the cold night air.  
I can see a miracle.  
  
And through it all we rise and fall.  
We tear it apart and stay forever.  
And I know where heaven is  
And somewhere in between  
Miracles happen.  
  
Hold on tight, call my name,  
Don't get caught in the midnight rain.  
Part of me believes in you,  
You're someone I'm not sure of.  
  
Don't look down, I'll be there,  
Like the wind in the cold night air.  
I can see a miracle.  
  
Close my eyes, don't let go.  
I'll be lost in the falling snow

"
Bee Gees,More Than A Woman,"Girl, I've known you very well  
I've seen you growing every day  
I never really looked before  
But now you take my breath away  
  
Suddenly you're in my life  
A part of everything I do  
You got me workin' day and night  
Just tryin' to keep a hold on you  
  
Here in your arms I found my paradise  
My only chance for happiness  
And if I lose you now, I think I would die  
Say you'll always be my baby  
We can make it shine  
We can take forever just a minute at a time  
  
More than a woman  
More than a woman to me  
More than a woman  
More than a woman to me  
  
There are stories old and true  
Of people so in love like you and me  
And I can see myself  
Let history repeat itself  
  
Reflecting how I feel for you  
And thinking about those people then  
I know that in a thousand years  
I'd fall in love with you again  
  
This is the only way that we should fly  
This is the only way to go  
And if I lose your love, I know I would die  
Oh say you'll always be my baby  
We can make it shine  
We can take forever just a minute at a time  
  
More than a woman  
More than a woman to me  
More than a woman  
More than a woman to me  
  
More than a woman  
More than a woman to me  
More than a woman  
More than a woman to me  
  
More than a woman  
More than a woman to me  
More than a woman  
More than a woman to me  
  
More than a woman

"
Bob Dylan,4Th Time Around,"When she said, ""Don't waste your words, they're just lies,""  
I cried she was deaf.  
And she worked on my face until breaking my eyes,  
Then said, ""What else you got left?""  
It was then that I got up to leave  
But she said, ""Don't forget,  
Everybody must give something back  
For something they get.""  
  
I stood there and hummed,  
I tapped on her drum  
And asked her how come.  
And she buttoned her boot,  
And straightened her suit,  
Then she said, ""Don't get cute.""  
So I forced my hands in my pockets  
And felt with my thumbs,  
And gallantly handed her  
My very last piece of gum.  
  
She threw me outside,  
I stood in the dirt where ev'ryone walked.  
And after finding I'd forgotten my shirt,  
I went back and knocked.  
I waited in the hallway, she went to get it,  
And I tried to make sense  
Out of that picture of you in your wheelchair  
That leaned up against--  
  
Her Jamaican rum  
And when she did come, I asked her for some.  
She said, ""No, dear.""  
I said, ""Your words aren't clear,  
You'd better spit out your gum.""  
She screamed till her face got so red,  
Then she fell on the floor,  
And I covered her up and then  
Thought I'd go look through her drawer.  
  
And when I was through  
I filled up my shoe and brought it to you.  
And you, you took me in,  
You loved me then, you never wasted time.  
And I, I never took much,  
I never asked for your crutch  
And I don't ask for mine.

"
Bob Dylan,A Satisfied Mind,"How many times have you heard someone say  
If I had his money I'd do things my way  
Hmm, but little they know  
Hmm, it's so hard to find  
One man in ten with a satisfied mind.  
  
Hmm, once I was wading in fortune and fame  
Everything that I dreamed of to get a start in lifes game  
But suddenly it happened  
Hmm, I lost every dime  
But I'm richer by far with a satisfied mind.  
  
Hmm, when my life is over and my time has run out  
My friends and my loved ones I'll leave there ain't no doubt  
But one things for certain  
When it comes my time  
I'll leave this old world with a satisfied mind.

"
